Date,HomeTeam,AwayTeam,B365H,B365D,B365A,B365>2.5,B365<2.5,FTHG,FTAG
15/04/2023,Chelsea,Brighton,2.67,3.42,2.68,1.91,1.91,1.0,2.0
15/04/2023,Aston Villa,Newcastle,3.61,3.42,2.13,2.01,1.83,3.0,0.0
15/04/2023,Everton,Fulham,2.07,3.39,3.78,2.21,1.69,1.0,3.0
16/04/2023,West Ham,Arsenal,5.92,4.22,1.57,1.8,2.04,2.0,2.0
16/04/2023,Nottm Forest,Man United,5.0,3.96,1.69,1.78,2.05,0.0,2.0
17/04/2023,Leeds,Liverpool,4.35,4.22,1.73,1.57,2.4,1.0,6.0
21/04/2023,Arsenal,Southampton,1.2,7.18,14.72,1.51,2.58,3.0,3.0
22/04/2023,Liverpool,Nottm Forest,1.18,7.64,16.06,1.45,2.78,3.0,2.0
22/04/2023,Fulham,Leeds,2.38,3.44,3.01,1.88,1.94,2.0,1.0
22/04/2023,Brentford,Aston Villa,2.53,3.38,2.84,1.97,1.85,1.0,1.0
22/04/2023,Crystal Palace,Everton,2.11,3.25,3.83,2.34,1.6,0.0,0.0
22/04/2023,Leicester,Wolves,2.45,3.27,3.05,2.14,1.72,2.0,1.0
23/04/2023,Newcastle,Tottenham,1.85,3.81,4.22,1.83,2.0,6.0,1.0
23/04/2023,Bournemouth,West Ham,2.83,3.25,2.61,2.12,1.73,0.0,4.0
25/04/2023,Wolves,Crystal Palace,2.52,3.14,3.09,2.46,1.56,2.0,0.0
25/04/2023,Aston Villa,Fulham,1.8,3.87,4.43,1.81,2.03,1.0,0.0
25/04/2023,Leeds,Leicester,2.37,3.54,2.98,1.75,2.11,1.0,1.0
26/04/2023,Nottm Forest,Brighton,6.08,4.36,1.54,1.74,2.11,3.0,1.0
26/04/2023,Chelsea,Brentford,1.71,3.89,5.02,1.95,1.87,0.0,2.0
26/04/2023,West Ham,Liverpool,3.96,3.86,1.88,1.68,2.21,1.0,2.0
26/04/2023,Man City,Arsenal,1.56,4.49,5.7,1.6,2.35,4.0,1.0
27/04/2023,Southampton,Bournemouth,2.3,3.43,3.15,2.01,1.82,0.0,1.0
27/04/2023,Tottenham,Man United,2.79,3.65,2.44,1.65,2.25,2.0,2.0
27/04/2023,Everton,Newcastle,4.84,3.7,1.77,2.04,1.79,1.0,4.0
29/04/2023,Crystal Palace,West Ham,2.7,3.18,2.81,2.3,1.63,4.0,3.0
29/04/2023,Brentford,Nottm Forest,1.66,3.88,5.5,1.95,1.87,2.0,1.0
29/04/2023,Brighton,Wolves,1.51,4.37,6.69,1.8,2.02,6.0,0.0
30/04/2023,Bournemouth,Leeds,2.61,3.5,2.68,1.8,2.02,4.0,1.0
30/04/2023,Fulham,Man City,11.95,6.23,1.25,1.54,2.48,1.0,2.0
30/04/2023,Man United,Aston Villa,1.78,3.94,4.35,1.66,2.24,1.0,0.0
30/04/2023,Newcastle,Southampton,1.32,5.46,9.9,1.71,2.15,3.0,1.0
30/04/2023,Liverpool,Tottenham,1.54,4.69,5.68,1.5,2.61,4.0,3.0
01/05/2023,Leicester,Everton,2.04,3.45,3.79,2.02,1.8,2.0,2.0
02/05/2023,Arsenal,Chelsea,1.59,4.22,5.75,1.75,2.1,3.0,1.0
03/05/2023,Man City,West Ham,1.2,7.21,13.79,1.45,2.76,3.0,0.0
03/05/2023,Liverpool,Fulham,1.26,6.39,10.73,1.44,2.78,1.0,0.0
04/05/2023,Brighton,Man United,2.03,3.82,3.5,1.56,2.45,1.0,0.0
06/05/2023,Bournemouth,Chelsea,3.42,3.47,2.17,1.95,1.88,1.0,3.0
06/05/2023,Man City,Leeds,1.17,8.41,15.94,1.31,3.47,2.0,1.0
06/05/2023,Tottenham,Crystal Palace,1.82,3.92,4.21,1.76,2.09,1.0,0.0
06/05/2023,Wolves,Aston Villa,2.98,3.26,2.51,2.19,1.69,1.0,0.0
06/05/2023,Liverpool,Brentford,1.48,4.91,6.16,1.5,2.62,1.0,0.0
07/05/2023,West Ham,Man United,3.43,3.74,2.08,1.67,2.23,1.0,0.0
07/05/2023,Newcastle,Arsenal,2.49,3.73,2.71,1.64,2.29,0.0,2.0
08/05/2023,Nottm Forest,Southampton,2.13,3.52,3.46,2.0,1.83,4.0,3.0
08/05/2023,Brighton,Everton,1.35,5.3,8.47,1.59,2.38,1.0,5.0
08/05/2023,Fulham,Leicester,2.67,3.53,2.6,1.83,2.01,5.0,3.0
13/05/2023,Man United,Wolves,1.38,5.1,8.37,1.65,2.25,2.0,0.0
13/05/2023,Leeds,Newcastle,4.62,4.2,1.71,1.63,2.3,2.0,2.0
13/05/2023,Aston Villa,Tottenham,2.3,3.6,3.03,1.75,2.1,2.0,1.0
13/05/2023,Chelsea,Nottm Forest,1.51,4.4,6.68,1.84,1.99,2.0,2.0
13/05/2023,Crystal Palace,Bournemouth,1.88,3.7,4.18,1.9,1.92,2.0,0.0
13/05/2023,Southampton,Fulham,2.82,3.44,2.51,1.88,1.94,0.0,2.0
14/05/2023,Everton,Man City,8.86,5.21,1.36,1.64,2.27,0.0,3.0
14/05/2023,Arsenal,Brighton,1.77,4.19,4.21,1.53,2.51,0.0,3.0
14/05/2023,Brentford,West Ham,2.05,3.56,3.66,1.95,1.87,2.0,0.0
15/05/2023,Leicester,Liverpool,5.11,4.59,1.59,1.49,2.63,0.0,3.0
18/05/2023,Newcastle,Brighton,2.02,3.86,3.49,1.6,2.36,4.0,1.0
20/05/2023,Tottenham,Brentford,1.85,3.88,4.13,1.75,2.1,1.0,3.0
20/05/2023,Bournemouth,Man United,6.06,4.77,1.51,1.55,2.46,0.0,1.0
20/05/2023,Fulham,Crystal Palace,2.45,3.4,2.97,2.02,1.82,2.0,2.0
20/05/2023,Liverpool,Aston Villa,1.49,4.86,6.16,1.54,2.47,1.0,1.0
20/05/2023,Wolves,Everton,2.77,3.35,2.63,2.07,1.78,1.0,1.0
20/05/2023,Nottm Forest,Arsenal,5.37,4.45,1.59,1.57,2.41,1.0,0.0
21/05/2023,West Ham,Leeds,2.45,3.56,2.84,1.8,2.03,3.0,1.0
21/05/2023,Brighton,Southampton,1.23,6.91,12.43,1.41,2.91,3.0,1.0
21/05/2023,Man City,Chelsea,1.26,6.41,11.48,1.52,2.54,1.0,0.0
22/05/2023,Newcastle,Leicester,1.38,5.39,7.66,1.51,2.57,0.0,0.0
24/05/2023,Brighton,Man City,3.97,4.22,1.81,1.52,2.55,1.0,1.0
25/05/2023,Man United,Chelsea,1.63,4.35,5.12,1.6,2.38,4.0,1.0
28/05/2023,Leicester,West Ham,1.94,3.92,3.65,1.68,2.21,2.0,1.0
28/05/2023,Leeds,Tottenham,2.77,3.84,2.37,1.5,2.6,1.0,4.0
28/05/2023,Everton,Bournemouth,1.49,4.61,6.58,1.68,2.22,1.0,0.0
28/05/2023,Crystal Palace,Nottm Forest,1.69,4.15,4.77,1.65,2.27,1.0,1.0
28/05/2023,Man United,Fulham,1.53,4.59,5.76,1.49,2.63,2.0,1.0
28/05/2023,Brentford,Man City,3.88,4.01,1.87,1.61,2.33,1.0,0.0
28/05/2023,Aston Villa,Brighton,2.04,3.88,3.37,1.53,2.52,2.0,1.0
28/05/2023,Arsenal,Wolves,1.37,5.33,7.87,1.46,2.71,5.0,0.0
28/05/2023,Chelsea,Newcastle,2.87,3.64,2.38,1.7,2.19,1.0,1.0
28/05/2023,Southampton,Liverpool,6.74,5.2,1.42,1.39,3.01,4.0,4.0
